id_fornecedor;cnpj_fornecedor;fornecedor
For02463;10782968000170;NUTRI HOSPITALA
For02464;20653373000179;IASMINE SOARES
For02465;19079667000150;W2 COMERCIO DE
For02466;26107229000113;LIZ HOSPITALAR
For02467;02165865000133;SUPRAMED DISTRI
For02468;38329458000161;BIOMED DISTRIBU
For02469;02799882000122;LOTUS INDUSTRIA
For02470;01661510000172;UNIAO GASES LTD
For02471;11157931000114;SUPRIMED COMERC
For02472;85081446000140;JOHNNY FELIPE C
For02473;31499939000176;M.K.R. COMERCIO
For02474;13081833000176;BIOMED COMERCIO
For02475;38412815000150;INOVACAO DISTRI
For02476;23523598000107;BB MEDICA HOSPI
For02477;19848316000166;BIOMEDICAL PROD
For02478;64171697000146;ACCORD FARMACÊU
For02479;13765686000153;AGILE DISTRIBUI
For02480;33247743004450;GLAXOSMITHKLINE
For02481;36757380000150;MEDSANTA COMERC
For02482;33247743000110;GLAXOSMITHKLINE
For02483;09070307000133;LICIT RIB COMER
For02484;00000000000000;R.A. MARTINS -
For02485;26715034000156;PROMED COMERCIO
For02486;61610283000188;VITAL HOSPITALA
For02487;36178933000110;AMAZONIA MEDICA
For02488;35335996000170;C. OLIVEIRA PIN
For02489;09222411000104;CENTRALMIX COME
For02490;24774241000156;MEDEVICES PRODU
For02491;58950775000108;COTAÇÃO COMÉRCI
For02492;46849303000184;INTERLAB DIST.
For02493;37141903000100;MEDBOX DISTRIBU
For02494;17581504000145;SOMEDICA CIRURG
For02495;26401571000121;TRES PHARMA DIS
For02496;01440590000136;FRESENIUS MEDIC
For02497;11367967000122;CERTA MEDICAMEN
For02498;14511644000159;D C N UNIFORMES
For02499;09660958000345;S3 MED DISTRIBU
For02500;19805789000186;PRO HEALTH MEDI
For02501;01402400000196;CHRISPIM NEDI C
For02502;10696551000195;HOLY MED COMERC
For02503;37205854000114;M B DE ARAUJO X
For02504;72994643000109;DROGARIA GERAL
For02505;10571984000114;ASTRA FARMA COM
For02506;11923577000191;J.B COMERCIO E
For02507;31950325000169;QUALIMAGE COMER
For02508;04350315000110;FORTUCIMED LTDA
For02509;18609208000178;MELHOR FARMA DI
For02510;00860254000180;MULTILAB LABORA
For02511;13861454000107;VILLA MED - COM
For02512;11541499000160;ORTONUTRE - COM
For02513;03250803000192;FAMA DISTRIBUID
For02514;37573478000110;STAR MEDICAMENT
For02515;62462015000129;APSEN FARMACÊUT
For02516;22910512000128;SUTUMED INDUSTR
For02517;49432297000153;ANTONIO C. FIOR
For02518;11405384000149;ALFA MED SISTEM
For02519;35379987000181;PEDRO CARLOS MO
For02520;29552649000105;ILCARA MARIA DE
For02521;24626549000154;INSTRUMED INSTR
For02522;15439366000139;EREFARMA PRODUT
For02523;35159991000134;PLASTICOS V.P.
For02524;35370125000198;NPMEDICAL PRODU
For02525;64623291000157;CIRURGICA PIRAS
For02526;29910022000170;UNIAO FARMA COM
For02527;23637718000199;AIRMED EIRELI -
For02528;10960950000111;BDP - BRASIL DI
For02529;30217256000116;CAMPELO & PEREI
For02530;60726692000181;MARJAN INDUSTRI
For02531;04846613000103;CELER BIOTECNOL
For02532;09340228000103;ART VITA DISTRI
For02533;24402903000167;NACIONAL SAFETY
For02534;84932979000630;ANGELA RIBEIRO
For02535;80003221000152;FARMACIA RODA L
For02536;09236133000136;CASAGRANDE & MI
For02537;11101919000198;JC PRODUTOS FAR
For02538;34630617000102;FARMACIA IDEAL
For02539;03394608000136;JOAO BATISTA MA
For02540;26570361000167;PORTAL DISTRIBU
For02541;09381459000157;ES INDUSTRIA DE
For02542;21153043000187;H. F. E. COMERC
For02543;26628908000138;URSA COMERCIAL
For02544;34922825000185;LABNORTE MATERI
For02545;56998701003212;ABBOTT LABORATO
For02546;35909317000120;IBITURUNA COMER
For02547;61190096000192;EUROFARMA LABOR
For02548;19570720000706;HIPOLABOR FARMA
For02549;05161069000544;BRAINFARMA INDU
For02550;65271900000119;NATIVITA INDUST
For02551;07144092000122;RLB COMERCIO VA
For02552;61068755000112;SANVAL COMERCIO
For02553;21589394000135;IMPERIO INDUSTR
For02554;04886103000151;LABINGA COMERCI
For02555;00671994000178;GIROGAZ COMERCI
For02556;39341555000132;RG DISTRIBUIDOR
For02557;11388997000115;STRA COMERCIO D
For02558;60665981000207;UNIAO QUIMICA F
For02559;35289161000121;RAPHAELA RODRIG
For02560;35854418000140;AGRESTEMED COME
For02561;09137934000225;NORDICA DISTRIB
For02562;33660094000184;J.N.S. TEXTIL L
For02563;04360651000143;ANA MARIA PIRES
For02564;19231616000100;R. DE F. TORRES
For02565;39840107000183;MASTERMEDIC DIS
For02566;03530984000291;CABORONGA COMER
For02567;42180406000143;GUERBET PRODUTO
For02568;14425382000100;MEDICAL LIFE CO
For02569;43854777000126;BUNZL EQUIPAMEN
For02570;84972926000139;J. RIBEIRO COME
For02571;55956510000129;LIO SERUM PRODU
For02572;37240147000169;MICHELE ALVES E
For02573;08297473000104;CIRÚRGICA PATRO
For02574;10708841000101;FRANTINS INDUST
For02575;06990955000110;DATHA PRODUTOS
For02576;05329222000176;SELLENE COMÉRCI
For02577;36169491000146;NOVA FASE COMER
For02578;05062455000155;ALPHARAD COMÉRC
For02579;21596736000144;ULTRAMEGA DISTR
For02580;11215901000117;CIRURGICA BIOME
For02581;13458946000148;LEVEL FARMACEUT
For02582;79846465000118;GOEDERT LTDA
For02583;75566190000108;EDEZIO BALLAROT
For02584;01422569000108;DROGARIA E FARM
For02585;28345933000130;BRAMED COMERCIO
For02586;05343029000190;MEDLEVENSOHN CO
For02587;36191620000100;MS HOSPITALAR E
For02588;02433631000120;ASPEN PHARMA IN
For02589;29785870000103;LABORATORIO NEO
For02590;33408105000133;GREENPHARMA QUI
For02591;73663650000190;RANBAXY FARMACE
For02592;61068755000627;SANVAL COMERCIO
For02593;60659463002992;ACHE LABORATORI
For02594;15127898000130;MUNDIPHARMA BRA
For02595;60659463000191;ACHE LABORATORI
For02596;02456955000183;NATULAB LABORAT
For02597;09174668000120;VITTAFLEX INDUS
For02598;10545970000126;VITA MEDICAL MA
For02599;32861890000112;LIDER DISTIBUID
For02600;40061543000133;CREDPHARMA COME
For02601;02248312000144;CEPALAB LABORAT
For02602;41070028000182;GR FARMA BEBEDO
For02603;31378288000166;MEDICAMENTAL HO
For02604;53359824000461;BLANVER FARMOQU
For02605;05743288000108;HOSPCOM EQUIPAM
For02606;07852358000191;ANDRE NERONI
For02607;24922642000106;ECO VIDA COMERC
For02608;31097402000180;ADL MED COMERCI
For02609;04948894000105;GPACK ECO EMBAL
For02610;00744718000192;EDISON LUIZ SCH
For02611;03951140000133;DE PAULI COMERC
For02612;17700763000300;MEDFUTURA DISTR
For02613;27844493000100;MEDSAUDE DISTRI
For02614;11896538000142;SOLUMED DISTRIB
For02615;15361503000160;ALFA & OMEGA -
For02616;27951336000196;J.M.F COMERCIAL
For02617;11050321000117;GIGANTE PRODUTO
For02618;05286960000183;V. S. COSTA & C
For02619;36846568000175;IMPERIO MEDICAM
For02620;34412925000161;ATHENA COMERCIO
For02621;17174657000178;HYPOFARMA INSTI
For02622;00969505000169;OLIVA & OLIVA F
For02623;25137947000170;AGUAMED IMPORTA
For02624;10807944000129;CIRUMAX COMERCI
For02625;75466250000110;FARMACIA CENTRA
For02626;15414528000184;OLIVEIRA FARMA
For02627;27672908000106;WIENSKOSKI & FA
For02628;13163794000156;MONTALTEC SERVI
For02629;02462483000171;HOSP SAUDE COME
For02630;26397154000152;3P MEDICAL LTDA
For02631;22968511000134;MCS ATACADISTA
For02632;41488836000164;B L C COMERCIO
For02633;26551165000145;GUSTAVO NICOLIN
For02634;16643051000171;MALVAGLIA COMER
For02635;25245772000114;L C MED MATERIA
For02636;33589305000130;ROSANA PEREIRA
For02637;01541283000303;INDUSTRIA QUIMI
For02638;34813172000104;A F R DISTRIBUI
For02639;33255787000191;IBF INDUSTRIA B
For02640;31709675000138;DIGIFLEX GRAFIC
For02641;27477776000153;BRASIL CENTRAL
For02642;22056379000194;L S FERREIRA CU
For02643;30140796000149;SAM FARMA COMER
For02644;31146994000182;ASIA INDUSTRIA
For02645;29004099000181;BONIN & BONIN L
For02646;02350719000188;EQUIMED - PRODU
For02647;34093466000109;DMB - DISTRIBUI
For02648;92037480000183;FARMAMED PRODUT
For02649;84683481019943;CIA LATINO AMER
For02650;11768299000145;COMEPI PRODUTOS
For02651;26605573000132;CENUTRI COMERCI
For02652;02814497000298;CIMED INDUSTRIA
For02653;67739748000181;MDF MATERIAL ME
For02654;14683163000120;JFB DISTRIBUIDO
For02655;96827563000127;MEDISIL COMERCI
For02656;08765948000140;GIL FARMA COMER
For02657;04727762000145;CRISTIANE DE OL
For02658;26921908000555;HOSPFAR IND E C
For02659;60499639000195;ABBOTT PRODUTOS
For02660;25407581000101;NANOSENS LTDA
For02661;27191294000132;SIGEL DISTRIBUI
For02662;56994502000130;NOVARTIS BIOCIE
For02663;14169319000150;HTEC PRIME SERV
For02664;05580502000152;LIFE PRODUTOS E
For02665;87156352000119;INCOTERM INDUST
For02666;27435570000160;NUTRI CENTER PR
For02667;23993232000193;MEDIAL SAUDE DI
For02668;37882886000154;VERDE DISTRIBUI
For02669;92665611014984;DIMED S/A DISTR
For02670;34369780000163;j. ribeiro COME
For02671;75755363000136;FARMACIA CONFIA
For02672;92132786000119;CRISTAL DISTRIB
For02673;02652963000103;SILVIA BASTOS &
For02674;05198469000109;TECNOCRYO GASES
For02675;05385964000119;DROGARIA FLORIA
For02676;22831615000100;DA CUNHA & BEDI
For02677;31614778000114;EQAT SOLUCOES H
For02678;38493577000155;LE VITTA MEDICA
For02679;40724582000173;FIA COMERCIO DE
For02680;39610184000147;CIRURGICA ASSIS
For02681;31673254000285;LABORATORIOS B
For02682;64533797000175;VOLPI DISTRIBUI
For02683;46592333000158;DROGARIA MODERN
For02684;07606575000100;P P F COM E SER
For02685;30313649000123;SERRANA DISTRIB
For02686;29081186000132;JULIO CESAR SAN
For02687;26325797000190;EREMIX INDUSTRI
For02688;04624944000190;RICARDO MOTTA D
For02689;26965679000147;GG INDUSTRIA DE
For02690;23844833000134;SUSTENTARE EIRE
For02691;29129366000147;A&P FORMULACOES
For02692;03656245000160;S T IRAJA AGRIC
For02693;12040718000190;GRADUAL COMERCI
For02694;03246587000101;SUFRAMED COMERC
For02695;02896042000188;REALMED COMERCI
For02696;33608937000101;ONCOSETTE DISTR
For02697;02858842000104;DML DISTRIBUICA
For02698;27265958000160;DENTAL Z. ROCHA
For02699;31558431000100;SALUD COMERCIO
For02700;07185228000142;MEDICAL FARMA M
For02701;01827550000141;GIRASSOL FARMAC
For02702;19570720000110;HIPOLABOR FARMA
For02703;61286647000116;SANDOZ DO BRASI
For02704;23605544000182;ESSENZA INDUSTR
For02705;73665598000101;COMERCIO DE MED
For02706;20978588000160;NUTRIMIL COMERC
For02707;18301957000133;OTICA ATUAL - E
For02708;13971092000107;ALTHIS COMERCIO
For02709;33744332000130;ESTRELA COMERCI
For02710;12246316000147;EREMEDI - COMER
For02711;40788766000105;CIRURGICA BRASI
For02712;14234142000128;MD COMERCIO E E
For02713;02814497000107;CIMED INDUSTRIA
For02714;33154286000119;SEBMED PRODUTOS
For02715;16921603000166;NOVO NORDISK PR
For02716;18258209000115;CIRURGICAS CERO
For02717;18324343000509;BELFAR EIRELI
For02718;17875154000120;MEDQUIMICA INDU
For02719;61286647000973;SANDOZ DO BRASI
For02720;46179008000168;BRASTERAPICA IN
For02721;05254971000181;ZYDUS NIKKHO FA
For02722;24103721000195;ROYAL ATACADIST
For02723;13008903000160;MILLENIUM COMER
For02724;04394210000162;FARMACIA FARMA
For02725;33069212000184;MERCK S/A
For02726;19791813000175;LABORATORIOS OS
For02727;32258056000137;LICITATRADE SER
For02728;15302324000151;AFS COMERCIO DE
For02729;21112395000194;CIRURGICA LAJEA
For02730;09260831000177;ATACAMED COMERC
For02731;06881482000112;BIOMED PRODUTOS
For02732;41752554000122;ELLOMED COMERCI
For02733;34772843000128;NOVA OESTE DIST
For02734;07978004000198;DENTAL MED EQUI
For02735;26499522000173;MORIMED COMERCI
For02736;42205916000128;LICITA SAUDE CO
For02737;19570720000382;HIPOLABOR FARMA
For02738;37778759000100;CWBCARE PRODUTO
For02739;13656820000188;SMITH & NEPHEW
For02740;12942081000128;DANIELE DAGIOS
For02741;35934545000150;MARCELO APARECI
For02742;20512546000139;HEALTH & LIFE M
For02743;01854654000145;PONTUAL COMERCI
For02744;08863966000164;ORTOSANI PRODUT
For02745;64815897000194;TRIUNFAL MARILI
For02746;23236167000151;NORTH MED DISTR
For02747;31070450000184;R & P COMERCIO
For02748;35215257000145;DENTAL PREMIUM
For02749;10267695000126;MEDICALL FARMA
For02750;03948933000101;REPRESS DISTRIB
For02751;07160019000144;VITALE COMERCIO
For02752;36146166000168;MEDICAL.COM DIS
For02753;33202407000150;RR MEDICAL EIRE
For02754;02424344000153;DISTRIBUICAO DE
For02755;16845253000104;MBR FERNANDES -
For02756;28421328000109;ALLIANCA EQUIPA
For02757;80246309000103;CAOBIANCO MATER
For02758;40613881000130;MB COMERCIO DE
For02759;07455576000192;VIDA FORTE NUTR
For02760;19558081000178;ELEDA LAB INDUS
For02761;39239472000137;ZM MEDICAL ATAC
For02762;07118503000105;ATHOS COMERCIAL
For02763;07641623000192;JOANA DARC BESS
For02764;17507347000128;MARQUI & MOURA
For02765;11173392000107;TECNOMED COMERC
For02766;02520218000100;ANDREONI TEXTIL
For02767;25031668000127;SAMEH - SOLUCOE
For02768;21670010000104;COMERCIAL CIRUR
For02769;03155958000140;MEDPEJ - EQUIPA
For02770;04971211000122;ODONTOSUL LTDA
For02771;25210463000370;PTC FARMACEUTIC
For02772;31770650000140;BRUMED COMERCIO
For02773;60665981000541;UNIÃO QUIMICA F
For02774;24045583000135;SAO JOSE ASSIST
For02775;07746196000107;BIOPHARMUS MOGI
For02776;23708186000133;VIVAMED COMERCI
For02777;05161069000110;BRAINFARMA INDU
For02778;39241426000172;MELO COMERCIO D
For02779;11463608000179;ERIMAR INDUSTRI
For02780;36577844000147;MEDICAL TECH CO
For02781;27401513000160;DEVANT CARE COM
For02782;59250290000174;PAULO CARNEIRO
For02783;03137251000100;JOILDA DE SOUSA
For02784;06170280000162;INOVAMEDICA COM
For02785;17676642000108;HORTOPLUS PRODU
For02786;37164646000114;GVMED DISTRIBUI
For02787;41365113000178;NOVA MEDICAMENT
For02788;34707374000163;SPV COMERCIAL E
For02789;30584194000180;CROMO COMERCIO
For02790;01623403000150;BIOTEXTIL INDUS
For02791;41302176000185;LC PRODUTOS HOS
For02792;11738593000104;MC EQUIPAMENTOS
For02793;14722938000120;PROCIFAR COMERC
For02794;10782385000140;GB COMERCIO E D
For02795;06127890000183;CONKAST VENDAS
For02796;24259043000154;MAIORCA SOLUCOE
For02797;00059062000179;CRYSSIL FORNECE
For02798;74127473000271;DIMERIOS COMERC
For02799;05980425000128;VAL MED PRODUTO
For02800;04922653000189;NORDESTE HOSPIT
For02801;05215423000142;RCM COMERCIO LT
For02802;67403154000103;A. M. MOLITERNO
For02803;61485900000160;SG TECNOLOGIA C
For02804;62916416000101;SISTEMA NACIONA
For02805;41340103000188;EREMED DISTRIBU
For02806;81887838000655;PROFARMA SPECIA
For02807;30644818000108;CALMED DISTRIBU
For02808;45992062000912;GERMED FARMACEU
For02809;11780793000125;SAMYRAS EQUIPAM
For02810;17599911000180;DROGARIA NOSSA
For02811;29614830000190;MEDITON FARMACE
For02812;05888612000348;DISACRE COMERCI
For02813;33735524000180;M.G. DOMINGUES
For02814;06076833000112;ABL - SAUDE LTD
For02815;20995679000103;MC MURA PEREIRA
For02816;12065628000154;ILSON JOSE GOUL
For02817;11372104000143;D&D PRODUTOS DE
For02818;06954360000109;MASTER COMERCIA
For02819;21551379000874;BECTON DICKINSO
For02820;62895974000138;BANSI DROGARIA
For02821;35472743000149;HEALTH DISTRIBU
For02822;10779833000156;MEDICAL MERCANT
For02823;33613876000162;SILVANDRO DIEGO
For02824;06283056000187;CW ARTIGOS DO V
For02825;20227692000112;DISTRIBUIDORA M
For02826;41319803000190;GENERICA ITATIB
For02827;02873606000167;ALMINHANA COMÉR
For02828;40238923000109;POLLYANNA TAMAR
For02829;14676091000194;AGNUS COMERCIO
For02830;04497941000133;DALMEDSUL MEDIC
For02831;42198801000153;GEMELI MEDICAL
For02832;45987013000304;ORGANON FARMACE
For02833;57507378000101;EMS S/A
For02834;62969589000198;CSL BEHRING COM
For02835;11044066000108;GOLDEN FARM DIS
For02836;37920081000158;PONTES E GUEDES
For02837;05201539000122;DALMED DISTRIBU
For02838;53918116000170;DIGUINHO INDUST
For02839;05882795000122;MEGAFRAL INDUST
For02840;12420164000157;CM HOSPITALAR L
For02841;04183656000148;DISTRICENTER DI
For02842;24875483000136;ESSENCIAL RIO D
For02843;07086868000103;GRANDESC MATERI
For02844;05515873000150;CIRUROMA COMERC
For02845;61418042000131;CIRURGICA FERNA
For02846;21551379002141;BECTON DICKINSO
For02847;30984346000132;DISTRIBUIDORA K
For02848;02419460000184;LABTECH PRODUTO
For02849;07404103000166;HUMANAS DISTRIB
For02850;11922629000105;FARMATEST MATER
For02851;07079067000102;KYLIMEDI MATERI
For02852;33760101000110;DA CRUZ COMERCI
For02853;14115388000180;ELLO DISTRIBUIC
For02854;16366888000110;DISTRIBUIDORA D
For02855;30540358000178;BIOGRAM COMERCI
For02856;07253536000168;N N DISTRIBUIDO
For02857;38309434000140;MEDLAR SOLUCOES
For02858;16665873000153;MARCA DISTRIBUI
For02859;38204744000109;D&M SAUDE EIREL
For02860;39309927000143;MED-SHOP COMERC
For02861;21152532000114;I9 DISTRIBUICAO
For02862;41073251000183;ALPHA COMERCIAL
For02863;26168820000180;MEGA CARE COMER
For02864;06166072000190;CIRURGICA ESTRE
For02865;03402979000384;M.N.P. CUSTODIO
For02866;35927779000170;T A - INDUSTRIA
For02867;23472273000134;INNOVAR NEGOCIO
For02868;68949239000146;UNITED MEDICAL
For02869;10723321000178;SANT ANA & NASC
For02870;38510020000185;FARMACIA BS LTD
For02871;85079200000134;PARCOMED PARANÁ
For02872;41550166000169;CURAMED - PRODU
For02873;35130689000153;JAMYLLE SIQUEIR
For02874;37970604000170;C R VIEIRA PROD
For02875;38541446000104;VIAPHARMA COMER
For02876;29931772000129;JF COMERCIO DE
For02877;07790854000168;GLOBALMIX DISTR
For02878;29025383000134;4FR ASSESSORIA
For02879;12021151000105;DIAG SOLUTION A
For02880;29754676000152;P&C MATERIAL ME
For02881;03019611000170;MEDICAL FARM NO
For02882;79430682000122;FARMACIA E DROG
For02883;10450805000190;FLUKKA FARMACIA
For02884;01383490000115;FARMACIA SAKAFA
For02885;05348580000126;DROGA ROCHA DIS
For02886;49475833000106;BIOLAB SANUS FA
For02887;30667695000120;HARTMANN IND. C
For02888;69366326000133;MED DONTO COMER
For02889;31401798000107;DENTAL BH BRASI
For02890;02608793000151;EXCELLENCE MEDI
For02891;02136854000125;E.C. DOS SANTOS
For02892;02543673000113;3R - INDUSTRIA
For02893;09390408000191;DMAX - DISTRIBU
For02894;11224757000185;G2 PRODUTOS MED
For02895;08617050000124;CENTER NUTRI CO
For02896;20740209000107;RCA MATERIAIS M
For02897;21296343000115;HASSEN RAAD DIS
For02898;18500770000169;NUTRICAO ORIGIN
For02899;26640161000133;SAVIMED COMERCI
For02900;18574431000127;VACCARIN & ALFF
For02901;25290718000190;AVANTI COMERCIO
For02902;04860635000110;FLORESTA COMERC
For02903;39707683000157;GTMED DISTRIBUI
For02904;08835955000170;DELTA MED COMER
For02905;12873031000136;DMED DISTRIBUID
For02906;28537922000151;RBR COMERCIO DE
For02907;32522252000177;BRAGA E NETO CO
For02908;05686973000140;ERYMED COMERCIA
For02909;05488166000112;H B COMERCIO DE
For02910;14779687000110;JOSE CARLOS DE
For02911;04286678000133;FARMACIA RSF LT
For02912;13042708000157;ZELO COMERCIO E
For02913;34440014000148;DEFERTEX INDUST
For02914;13470384000158;CMC PRODUTOS HO
For02915;36731457000113;ROTA DISTRIBUID
For02916;41347974000123;ZAFRA DISTRIBUI
For02917;82277955000740;NOVO NORDISK FA
For02918;21304333000184;PHARMEDIC REPRE
For02919;01326495000106;DISNORMA COMERC
For02920;30981531000173;HM CIRURGICA LT
For02921;28467781000148;VEM EMPREENDIME
For02922;01549986000116;MICRO COMERCIO
For02923;92670801000182;GEYER MEDICAMEN
For02924;26383168000117;PROSAUDE MATERI
For02925;02956130000128;DIMENSAO DISTRI
For02926;25106470000165;ROYAL MED HOSPI
For02927;16849094000108;ADAINERS MEDICA
For02928;17288441000133;GOLDEN CARE DIS
For02929;42092374000124;GALLI E LIOTTO
For02930;00949616000103;COLLERE COMERCI
For02931;04598413000170;RECOL REPRESENT
For02932;10193608000133;MEDPLUS COMERCI
For02933;07540203000110;MEDIFARR PRODUT
For02934;36327075000129;FORTCLEAN COMER
For02935;03161745000120;C. M. CIRURGICA
For02936;12409711000101;NUTRIMIX COMERC
For02937;36078616000122;W M COMERCIO E
For02938;04187384000154;LEISTUNG EQUIPA
For02939;20352354000102;GC LAB DIAGNOST
For02940;02375705000119;DENTAL SUL AMER
For02941;12416810000102;ROFEMAX IMPORTA
For02942;10696932000174;T.D. & V. COMER
For02943;22265663000170;N1 DISTRIBUIDOR
For02944;59375006000196;FARMACIA BESSI
For02945;04419989000123;A. R. VERISSIMO
For02946;37029855000155;ODONTOMED MEDIC
For02947;07590023000142;HAND LIFE SUPRI
For02948;38408899000159;EQUIMED EQUIPAM
For02949;27358419000176;L.E.ALMEIDA COM
For02950;33772464000175;ATIVIDADE COMER
For02951;04274988000219;ATIVA COMERCIAL
For02952;09017578000125;MEDCARE DO BRAS
For02953;06143681000123;BIOSANI INDUSTR
For02954;54426937000152;CREMONESI & ROD
For02955;34788645000152;VIP FARMA COMER
For02956;10596721000240;GEORGINI PRODUT
For02957;05895525000156;OBJETIVA PRODUT
For02958;00236193000184;CIRURGICA RECIF
For02959;26627461000182;MEDPROX DISTRIB
For02960;72899016000512;ESSITY DO BRASI
For02961;03626752000150;DN COMERCIO DE
For02962;21881617000133;AUDAX MED PRODU
For02963;64265747000154;DISMATER DISTRI
For02964;34558660000104;APROMEDICA COME
For02965;73008682000152;LABINBRAZ COMER
For02966;40256200000124;MEDS COMERCIO D
For02967;17357402000140;CONTRATA COMERC
For02968;04071245000160;LICIMED DISTRIB
For02969;29843853000177;R2 S ABRAHAO CO
For02970;07936090000176;BIOMED DISTRIBU
For02971;01178574000117;ABC DATASAUDE S
For02972;02916028000107;FRADEL-MED INDU
For02973;05359481000140;CONEXAO MEDICA
For02974;18483775000120;DU BOM DISTRIBU
For02975;20301535000100;JB FARMA COMERC
For02976;54258488000180;FARMACIA FRUTAL
For02977;60665981000622;UNIÃO QUÍMICA F
For02978;10208087000140;CIRURGICA MEDCE
For02979;23720752000122;JARDIM DISTRIBU
For02980;05439635000294;ANTIBIOTICOS DO
For02981;39906592000140;COMERCIAL RIFAR
For02982;31509165000117;ULTRAMED DISTRI
For02983;11369348000177;FIX HOSPITALAR
For02984;40133906000107;NORTE SUL DISTR
For02985;39607770000132;AIROSMED PRODUT
For02986;97528178000141;MUNDIAL DISTRIB
For02987;21840263000189;P P E COMERCIO
For02988;11201854000152;J. A. COMERCIO
For02989;01202521000194;PLASTIC WAY PRO
For02990;48939276000166;MEDI HOUSE IND
For02991;43144036000151;GEOMED DISTRIBU
For02992;41546121000110;ALVES DE ALENCA
For02993;33171322000152;VENDER MAIS SER
For02994;41778326000121;MED & FARMA COM
For02995;41511821000170;DESTRA DISTRIBU
For02996;26754510000148;HORUS FARMA DIS
For02997;30684458000178;M. DOS S. VICEN
For02998;24768176000156;STRAFER PRODUTO
For02999;08713696000105;LINE BRASIL IND
For03000;10474392000184;MARILDA MULLER
For03001;05964983000108;D & V COMÉRCIO
For03002;27089709000161;FIRSTLAB INDUST
For03003;19413639000127;ISAAC CENTER CO
For03004;16740031000119;S2 SAUDE LTDA
For03005;28942742000155;MEDICAL VITORIA
For03006;07504281000169;PRAZMED COMERCI
For03007;09721729000121;G D C DA SILVA
For03008;17602864000186;DELTA INDUSTRIA
For03009;22077847000107;JOSE DANTAS DIN
For03010;43603551000152;AM CIANORTE DIS
For03011;11836572000121;DUOFARM COMERCI
For03012;27256185000156;MEDBRANDS COMER
For03013;07944100000115;PROC9 INDUSTRIA
For03014;06907776000176;SAGRES - PRODUT
For03015;08474646000112;FORTECARE INDUS
For03016;15224444000188;MS HOSPITALAR L
For03017;35253171000107;SEMEAR MEDICAME
For03018;33324795000142;PROLICITA DISTR
For03019;16720709000100;NORTEPHARMA PRO
For03020;18588224000121;NACIONAL COMERC
For03021;07788510000114;IN-DENTAL PRODU
For03022;18213121000187;NOVA ERA SAUDE
For03023;40600760000154;LEMAN MEDICAMEN
For03024;27943693000102;FACIL PRODUTOS
For03025;06948769000112;TECNOCENTER MAT
For03026;31495759000116;SIRIO PHARMA EI
For03027;33836848000104;M. A. M COMERCI
For03028;44779242000109;P H COMERCIO DE
For03029;17828413000161;BRASIL MEDICAME
For03030;07729499000111;MEGA COMERCIO D
For03031;21573367000174;E DA PASCOA ASS
For03032;28933805000107;INSPIRE DISTRIB
For03033;37652650000121;TOP HOUSE COMER
For03034;44219136000162;ATLAS EQUIPAMEN
For03035;09251627000190;K.C.R. INDUSTRI
For03036;44036939000181;TRVO COMERCIO A
For03037;37931064000116;LEMED COMERCIO
For03038;43352606000107;MORETI DISTRIBU
For03039;43001464000125;INOVA NUTRICAO
For03040;23025775000117;NUTTRE COMERCIO
For03041;29312896000126;BHDENTAL COMERC
For03042;00467916000156;MAJ LAB - COMER
For03043;15631841000174;CLAUBER HUMBERT
For03044;04709243000154;BS EQUIPAMENTOS
For03045;16980808000112;LEILA MARA DE V
For03046;58635830000175;FARMARIN INDUST
For03047;19061289000187;MARES SERVICOS
For03048;03132196000166;PLACIDOS COMERC
For03049;03648990000167;MC SURGICAL PRO
For03050;04159536000105;VUELO PHARMA LT
For03051;05923871000109;ALPHARAD MATERI
For03052;02005077000180;KORAL PRODUTOS
For03053;11877124000176;PREVIX PRODUTOS
For03054;41836567000180;KANIA COMERCIO
For03055;28273249000190;NEO INDUSTRIA E
For03056;04718347000125;LONGEVITA - PRO
For03057;41851336000145;AMEDICA DESCART
For03058;28651151000129;LIDYFARMA COMER
For03059;37397169000137;H&E EQUIPAMENTO
For03060;03964598000127;MATERMED COMERC
For03061;39402763000102;DROGARIA SANTA
For03062;09224765000180;LIFE MED PRODUT
For03063;38295394000125;ESTRELA INDUSTR
For03064;23009866000169;SUPER CENTER CA
For03065;13791068000188;ALTERNATIVA COM
For03066;04242860000192;MEDI-GLOBE BRAS
For03067;16917181000155;CCAF COMERCIO D
For03068;03315618000139;DISTRIBUIDORA N
For03069;44450437000100;FERRAZ EVENTOS
For03070;32198434000134;SULLAB COMERCIO
For03071;25067657000105;MEDICAL CHIZZOL
For03072;21777287000130;C. G. LIMA DIST
For03073;05035010000186;LAB BRAX DIAGNO
For03074;25249213000182;VIVA MED DISTRI
For03075;07628070000138;INDUSTRIA E COM
For03076;21707794000106;FASTLABOR COMER
For03077;09039151000128;CANAA COMERCIO
For03078;36099392000135;APOTEK DISTRIBU
For03079;00535560000140;LPK LTDA
For03080;10286595000147;DISTRIFARMA COE
For03081;36945737000124;AC MED DISTRIBU
For03082;41141956000190;PATOMEDI DISTRI
For03083;41645135000191;FAYNE HOSPITALA
For03084;62413869000115;GIGANTE RECEM N
For03085;13759813000292;SINGULAR DROGAR
For03086;43231355000102;MEDICINALE DIST
For03087;15626139000112;EBERSON ANTONIO
For03088;27723136000186;DROGARIA PB EIR
For03089;04818528000123;MEDCARE PRODUTO
For03090;37053176000111;HGM DISTRIBUICA
